id,date,store_nbr,family,sales,onpromotion,city,state,type_x,cluster,transactions,dcoilwtico,type_y,locale,locale_name,description,transferred,year,month,day,dayofweek,is_weekend
923295,2014-06-04,15,LINGERIE,3.0,0,Ibarra,Imbabura,C,15,1354.0,103.27,,,,,,2014,6,4,2,False
1267077,2014-12-14,11,DELI,502.091,0,Cayambe,Pichincha,B,6,2860.0,57.81,,,,,,2014,12,14,6,True
147664,2013-03-24,51,"LIQUOR,WINE,BEER",0.0,0,Guayaquil,Guayas,A,17,1731.0,93.41,,,,,,2013,3,24,6,True
617007,2013-12-13,21,CELEBRATION,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,0.0,96.27,,,,,,2013,12,13,4,False
1201284,2014-11-07,15,HOME CARE,195.0,0,Ibarra,Imbabura,C,15,1219.0,78.71,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,2014,11,7,4,False
2556675,2016-12-08,45,AUTOMOTIVE,9.0,2,Quito,Pichincha,A,11,3396.0,50.84,Holiday,Local,Loja,Fundacion de Loja,False,2016,12,8,3,False
456272,2013-09-14,11,HARDWARE,1.0,0,Cayambe,Pichincha,B,6,2612.0,108.31,,,,,,2013,9,14,5,True
1757655,2015-09-16,26,DELI,65.473,1,Guayaquil,Guayas,D,10,595.0,47.12,,,,,,2015,9,16,2,False
974802,2014-07-03,10,HOME AND KITCHEN I,24.0,1,Quito,Pichincha,C,15,1128.0,104.76,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,2014,7,3,3,False
1321672,2015-01-14,42,"LIQUOR,WINE,BEER",0.0,0,Cuenca,Azuay,D,2,0.0,48.49,,,,,,2015,1,14,2,False
375315,2013-07-30,4,CELEBRATION,0.0,0,Quito,Pichincha,D,9,1364.0,103.14,,,,,,2013,7,30,1,False
827510,2014-04-11,28,BEAUTY,1.0,0,Guayaquil,Guayas,E,10,866.0,103.68,,,,,,2014,4,11,4,False
2071475,2016-03-11,30,SEAFOOD,2.0,0,Guayaquil,Guayas,C,3,691.0,38.51,,,,,,2016,3,11,4,False
1772183,2015-09-24,33,HOME APPLIANCES,0.0,0,Quevedo,Los Rios,C,3,816.0,44.94,,,,,,2015,9,24,3,False
1557000,2015-05-26,45,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,A,11,2962.0,57.29,,,,,,2015,5,26,1,False
526047,2013-10-23,19,PLAYERS AND ELECTRONICS,0.0,0,Guaranda,Bolivar,C,15,1071.0,96.9,,,,,,2013,10,23,2,False
696009,2014-01-27,38,CELEBRATION,18.0,0,Loja,Loja,D,4,1528.0,95.82,,,,,,2014,1,27,0,False
102202,2013-02-27,27,BABY CARE,0.0,0,Daule,Guayas,D,1,1053.0,92.84,,,,,,2013,2,27,2,False
2668120,2017-02-10,22,BOOKS,0.0,0,Puyo,Pastaza,C,7,628.0,53.84,,,,,,2017,2,10,4,False
1095380,2014-09-08,43,FROZEN FOODS,25.0,0,Esmeraldas,Esmeraldas,E,10,1305.0,92.64,,,,,,2014,9,8,0,False
2109949,2016-04-02,10,POULTRY,257.344,0,Quito,Pichincha,C,15,1071.0,35.36,,,,,,2016,4,2,5,True
2908546,2017-06-25,18,PERSONAL CARE,264.0,13,Quito,Pichincha,B,16,1285.0,42.86,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,2017,6,25,6,True
2767898,2017-04-07,21,MAGAZINES,1.0,0,Santo Domingo,Santo Domingo de los Tsachilas,B,6,944.0,52.25,,,,,,2017,4,7,4,False
2098320,2016-03-26,34,HOME AND KITCHEN I,18.0,0,Guayaquil,Guayas,B,6,1823.0,38.14,,,,,,2016,3,26,5,True
2163056,2016-05-01,50,BREAD/BAKERY,1366.687,4,Ambato,Tungurahua,A,14,3362.0,45.98,Event,National,Ecuador,Terremoto Manabi+15,False,2016,5,1,6,True
1218352,2014-11-16,43,PERSONAL CARE,227.0,0,Esmeraldas,Esmeraldas,E,10,1410.0,75.91,,,,,,2014,11,16,6,True
2216215,2016-05-31,42,BABY CARE,0.0,0,Cuenca,Azuay,D,2,1054.0,49.1,,,,,,2016,5,31,1,False
1821295,2015-10-22,11,PERSONAL CARE,234.0,0,Cayambe,Pichincha,B,6,1837.0,44.9,,,,,,2015,10,22,3,False
1354733,2015-02-02,20,HOME APPLIANCES,0.0,0,Quito,Pichincha,B,6,0.0,49.25,,,,,,2015,2,2,0,False
730589,2014-02-15,9,BEAUTY,8.0,0,Quito,Pichincha,B,6,2497.0,100.31,,,,,,2014,2,15,5,True
1047237,2014-08-12,42,HOME AND KITCHEN I,0.0,0,Cuenca,Azuay,D,2,0.0,97.36,,,,,,2014,8,12,1,False
2467243,2016-10-19,35,SCHOOL AND OFFICE SUPPLIES,0.0,0,Playas,Guayas,C,3,518.0,51.59,,,,,,2016,10,19,2,False
2939936,2017-07-12,48,SEAFOOD,14.309,0,Quito,Pichincha,A,14,2498.0,45.48,,,,,,2017,7,12,2,False
1364445,2015-02-07,42,PLAYERS AND ELECTRONICS,0.0,0,Cuenca,Azuay,D,2,0.0,51.66,,,,,,2015,2,7,5,True
2951201,2017-07-19,15,FROZEN FOODS,48.0,0,Ibarra,Imbabura,C,15,1326.0,47.1,,,,,,2017,7,19,2,False
699064,2014-01-29,23,PERSONAL CARE,87.0,0,Ambato,Tungurahua,D,9,1129.0,97.34,,,,,,2014,1,29,2,False
1665270,2015-07-26,33,MEATS,324.244,0,Quevedo,Los Rios,C,3,1143.0,47.98,,,,,,2015,7,26,6,True
868438,2014-05-04,26,EGGS,84.0,0,Guayaquil,Guayas,D,10,890.0,100.09,,,,,,2014,5,4,6,True
2723899,2017-03-13,37,GROCERY II,35.0,0,Cuenca,Azuay,D,2,1359.0,47.95,,,,,,2017,3,13,0,False
2402995,2016-09-13,33,BABY CARE,0.0,0,Quevedo,Los Rios,C,3,832.0,44.91,,,,,,2016,9,13,1,False
2817697,2017-05-05,19,PERSONAL CARE,170.0,15,Guaranda,Bolivar,C,15,938.0,46.23,,,,,,2017,5,5,4,False
558688,2013-11-10,34,SCHOOL AND OFFICE SUPPLIES,0.0,0,Guayaquil,Guayas,B,6,2491.0,94.56,Holiday,Local,Guaranda,Independencia de Guaranda,False,2013,11,10,6,True
2243884,2016-06-16,19,HOME AND KITCHEN II,5.0,0,Guaranda,Bolivar,C,15,1006.0,46.14,,,,,,2016,6,16,3,False
290358,2013-06-12,6,MEATS,386.155,0,Quito,Pichincha,D,13,1684.0,95.98,,,,,,2013,6,12,2,False
2879165,2017-06-08,43,HARDWARE,0.0,0,Esmeraldas,Esmeraldas,E,10,1287.0,45.68,,,,,,2017,6,8,3,False
1999925,2016-01-31,23,PET SUPPLIES,5.0,0,Ambato,Tungurahua,D,9,957.0,33.66,,,,,,2016,1,31,6,True
16708,2013-01-10,28,EGGS,59.0,0,Guayaquil,Guayas,E,10,700.0,93.81,,,,,,2013,1,10,3,False
668404,2014-01-12,13,"LIQUOR,WINE,BEER",0.0,0,Latacunga,Cotopaxi,C,15,878.0,92.39,,,,,,2014,1,12,6,True
1700635,2015-08-15,26,GROCERY II,5.0,0,Guayaquil,Guayas,D,10,620.0,42.45,Holiday,Local,Riobamba,Fundacion de Riobamba,False,2015,8,15,5,True
881647,2014-05-11,46,LADIESWEAR,0.0,0,Quito,Pichincha,A,14,4797.0,100.32,Event,National,Ecuador,Dia de la Madre,False,2014,5,11,6,True
745086,2014-02-24,15,GROCERY I,2772.0,0,Ibarra,Imbabura,C,15,1371.0,103.17,,,,,,2014,2,24,0,False
2341835,2016-08-10,17,MAGAZINES,2.0,0,Quito,Pichincha,C,12,1282.0,41.75,Holiday,National,Ecuador,Primer Grito de Independencia,True,2016,8,10,2,False
104514,2013-02-28,41,BEVERAGES,313.0,0,Machala,El Oro,D,4,731.0,92.03,,,,,,2013,2,28,3,False
2771227,2017-04-09,15,LADIESWEAR,14.0,0,Ibarra,Imbabura,C,15,1066.0,52.25,,,,,,2017,4,9,6,True
2745799,2017-03-25,51,BABY CARE,0.0,0,Guayaquil,Guayas,A,17,1644.0,47.3,,,,,,2017,3,25,5,True
1552699,2015-05-24,25,HOME AND KITCHEN II,23.0,0,Salinas,Santa Elena,D,1,700.0,58.88,Holiday,National,Ecuador,Batalla de Pichincha,False,2015,5,24,6,True
2119557,2016-04-07,30,AUTOMOTIVE,3.0,0,Guayaquil,Guayas,C,3,737.0,37.3,,,,,,2016,4,7,3,False
1238254,2014-11-27,51,POULTRY,567.9,0,Guayaquil,Guayas,A,17,1571.0,73.7,,,,,,2014,11,27,3,False
69553,2013-02-09,10,"LIQUOR,WINE,BEER",28.0,0,Quito,Pichincha,C,15,1363.0,95.71,,,,,,2013,2,9,5,True
2008127,2016-02-04,53,FROZEN FOODS,105.0,1,Manta,Manabi,D,13,776.0,31.63,,,,,,2016,2,4,3,False
1151843,2014-10-10,28,FROZEN FOODS,75.354996,0,Guayaquil,Guayas,E,10,1085.0,85.87,Transfer,National,Ecuador,Traslado Independencia de Guayaquil,False,2014,10,10,4,False
1936330,2015-12-26,39,"LIQUOR,WINE,BEER",164.0,0,Cuenca,Azuay,B,6,2008.0,37.62,Additional,National,Ecuador,Navidad+1,False,2015,12,26,5,True
2667702,2017-02-10,10,HOME AND KITCHEN I,13.0,1,Quito,Pichincha,C,15,782.0,53.84,,,,,,2017,2,10,4,False
1768328,2015-09-22,25,MAGAZINES,4.0,0,Salinas,Santa Elena,D,1,566.0,46.17,,,,,,2015,9,22,1,False
73833,2013-02-11,30,GROCERY I,805.0,0,Guayaquil,Guayas,C,3,602.0,97.01,Holiday,National,Ecuador,Carnaval,False,2013,2,11,0,False
940696,2014-06-13,52,SCHOOL AND OFFICE SUPPLIES,0.0,0,Manta,Manabi,A,11,0.0,107.49,,,,,,2014,6,13,4,False
396447,2013-08-11,32,HOME CARE,0.0,0,Guayaquil,Guayas,C,3,736.0,106.04,,,,,,2013,8,11,6,True
2995184,2017-08-12,49,BREAD/BAKERY,1131.045,11,Quito,Pichincha,A,11,2985.0,48.81,,,,,,2017,8,12,5,True
1953588,2016-01-05,23,LINGERIE,2.0,0,Ambato,Tungurahua,D,9,1095.0,35.97,,,,,,2016,1,5,1,False
426613,2013-08-28,29,"LIQUOR,WINE,BEER",0.0,0,Guayaquil,Guayas,E,10,0.0,110.17,,,,,,2013,8,28,2,False
900174,2014-05-22,17,AUTOMOTIVE,4.0,0,Quito,Pichincha,C,12,1122.0,104.03,,,,,,2014,5,22,3,False
2554715,2016-12-07,4,LAWN AND GARDEN,20.0,4,Quito,Pichincha,D,9,1519.0,49.85,,,,,,2016,12,7,2,False
718925,2014-02-09,30,LAWN AND GARDEN,0.0,0,Guayaquil,Guayas,C,3,664.0,99.98,,,,,,2014,2,9,6,True
964215,2014-06-27,13,LINGERIE,3.0,0,Latacunga,Cotopaxi,C,15,823.0,106.46,,,,,,2014,6,27,4,False
628475,2013-12-19,42,MAGAZINES,0.0,0,Cuenca,Azuay,D,2,0.0,98.4,,,,,,2013,12,19,3,False
2163915,2016-05-02,25,CELEBRATION,2.0,0,Salinas,Santa Elena,D,1,627.0,44.75,Event,National,Ecuador,Terremoto Manabi+16,False,2016,5,2,0,False
1761963,2015-09-18,46,PLAYERS AND ELECTRONICS,18.0,0,Quito,Pichincha,A,14,2867.0,44.71,,,,,,2015,9,18,4,False
1480927,2015-04-14,11,LADIESWEAR,0.0,0,Cayambe,Pichincha,B,6,1971.0,53.3,Holiday,Local,Libertad,Cantonizacion de Libertad,False,2015,4,14,1,False
2047900,2016-02-27,2,LADIESWEAR,33.0,0,Quito,Pichincha,D,13,2054.0,31.65,,,,,,2016,2,27,5,True
632519,2013-12-21,7,DAIRY,1141.0,0,Quito,Pichincha,D,8,2275.0,99.11,Additional,National,Ecuador,Navidad-4,False,2013,12,21,5,True
1280190,2014-12-21,29,LINGERIE,0.0,0,Guayaquil,Guayas,E,10,0.0,56.91,Additional,National,Ecuador,Navidad-4,False,2014,12,21,6,True
1769590,2015-09-23,10,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,C,15,829.0,44.53,,,,,,2015,9,23,2,False
2580844,2016-12-22,23,GROCERY II,68.0,0,Ambato,Tungurahua,D,9,1617.0,51.98,Additional,National,Ecuador,Navidad-3,False,2016,12,22,3,False
283814,2013-06-09,22,HARDWARE,0.0,0,Puyo,Pastaza,C,7,0.0,96.11,,,,,,2013,6,9,6,True
327393,2013-07-03,45,AUTOMOTIVE,16.0,0,Quito,Pichincha,A,11,3418.0,101.92,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,2013,7,3,2,False
221377,2013-05-05,20,GROCERY II,0.0,0,Quito,Pichincha,B,6,0.0,95.25,,,,,,2013,5,5,6,True
1269720,2014-12-15,35,GROCERY I,1631.0,3,Playas,Guayas,C,3,603.0,55.96,,,,,,2014,12,15,0,False
1059981,2014-08-19,5,LINGERIE,24.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1458.0,94.35,,,,,,2014,8,19,1,False
1346753,2015-01-28,46,MAGAZINES,0.0,0,Quito,Pichincha,A,14,2806.0,44.08,,,,,,2015,1,28,2,False
697908,2014-01-28,40,MEATS,92.877,0,Machala,El Oro,C,3,1354.0,97.49,,,,,,2014,1,28,1,False
1248013,2014-12-03,26,LADIESWEAR,6.0,0,Guayaquil,Guayas,D,10,708.0,67.3,,,,,,2014,12,3,2,False
2471393,2016-10-21,51,MAGAZINES,22.0,0,Guayaquil,Guayas,A,17,1569.0,50.61,,,,,,2016,10,21,4,False
1074663,2014-08-28,12,HOME CARE,0.0,0,Latacunga,Cotopaxi,C,15,1146.0,96.44,,,,,,2014,8,28,3,False
2575497,2016-12-19,23,GROCERY I,3126.0,92,Ambato,Tungurahua,D,9,1123.0,52.13,,,,,,2016,12,19,0,False
1786436,2015-10-02,33,HARDWARE,0.0,0,Quevedo,Los Rios,C,3,966.0,45.54,,,,,,2015,10,2,4,False
1740688,2015-09-06,5,BOOKS,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1124.0,46.02,,,,,,2015,9,6,6,True
2923579,2017-07-03,4,EGGS,151.0,0,Quito,Pichincha,D,9,1297.0,46.02,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,2017,7,3,0,False
2192136,2016-05-18,17,GROCERY I,3705.0,41,Quito,Pichincha,C,12,1346.0,48.12,,,,,,2016,5,18,2,False
2283684,2016-07-08,35,HOME CARE,71.0,5,Playas,Guayas,C,3,552.0,45.37,,,,,,2016,7,8,4,False
1762760,2015-09-19,19,SEAFOOD,10.0,2,Guaranda,Bolivar,C,15,1739.0,44.71,,,,,,2015,9,19,5,True
1679423,2015-08-03,30,LAWN AND GARDEN,0.0,0,Guayaquil,Guayas,C,3,734.0,45.25,,,,,,2015,8,3,0,False
2964413,2017-07-26,35,MAGAZINES,0.0,0,Playas,Guayas,C,3,714.0,48.58,,,,,,2017,7,26,2,False
1365855,2015-02-08,32,HOME CARE,0.0,0,Guayaquil,Guayas,C,3,608.0,51.66,,,,,,2015,2,8,6,True
396712,2013-08-11,4,LADIESWEAR,0.0,0,Quito,Pichincha,D,9,1525.0,106.04,,,,,,2013,8,11,6,True
1040017,2014-08-08,4,"LIQUOR,WINE,BEER",123.0,0,Quito,Pichincha,D,9,1486.0,97.61,,,,,,2014,8,8,4,False
1239018,2014-11-28,24,AUTOMOTIVE,4.0,0,Guayaquil,Guayas,D,1,2568.0,65.94,Event,National,Ecuador,Black Friday,False,2014,11,28,4,False
2254995,2016-06-22,30,CELEBRATION,3.0,0,Guayaquil,Guayas,C,3,707.0,49.16,,,,,,2016,6,22,2,False
1830329,2015-10-27,15,HOME APPLIANCES,0.0,0,Ibarra,Imbabura,C,15,1314.0,43.21,,,,,,2015,10,27,1,False
1689659,2015-08-09,18,PET SUPPLIES,2.0,0,Quito,Pichincha,B,16,928.0,43.87,,,,,,2015,8,9,6,True
998480,2014-07-16,24,SEAFOOD,0.0,0,Guayaquil,Guayas,D,1,0.0,101.88,,,,,,2014,7,16,2,False
1420540,2015-03-11,17,"LIQUOR,WINE,BEER",17.0,0,Quito,Pichincha,C,12,1155.0,48.06,,,,,,2015,3,11,2,False
1966579,2016-01-12,38,EGGS,68.0,0,Loja,Loja,D,4,1333.0,30.42,,,,,,2016,1,12,1,False
2520060,2016-11-18,18,HOME AND KITCHEN I,0.0,0,Quito,Pichincha,B,16,0.0,45.69,,,,,,2016,11,18,4,False
961336,2014-06-25,32,GROCERY II,1.0,0,Guayaquil,Guayas,C,3,540.0,107.04,Event,National,Ecuador,Mundial de futbol Brasil: Ecuador-Francia,False,2014,6,25,2,False
1014528,2014-07-25,25,DELI,271.308,42,Salinas,Santa Elena,D,1,1723.0,105.23,Holiday,Local,Guayaquil,Fundacion de Guayaquil,False,2014,7,25,4,False
2735223,2017-03-19,54,HOME CARE,305.0,7,El Carmen,Manabi,C,3,977.0,48.34,,,,,,2017,3,19,6,True
962115,2014-06-25,54,AUTOMOTIVE,2.0,0,El Carmen,Manabi,C,3,649.0,107.04,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,2014,6,25,2,False
164584,2013-04-03,27,GROCERY II,13.0,0,Daule,Guayas,D,1,1179.0,95.02,,,,,,2013,4,3,2,False
2328264,2016-08-02,36,HOME AND KITCHEN I,21.0,0,Libertad,Guayas,E,10,1240.0,39.5,,,,,,2016,8,2,1,False
1727562,2015-08-30,31,GROCERY I,6974.794,0,Babahoyo,Los Rios,B,10,1740.0,45.29,,,,,,2015,8,30,6,True
1227419,2014-11-21,48,HOME APPLIANCES,0.0,0,Quito,Pichincha,A,14,2673.0,76.52,,,,,,2014,11,21,4,False
2340516,2016-08-09,3,MEATS,583.405,0,Quito,Pichincha,D,8,2708.0,42.78,,,,,,2016,8,9,1,False
1553589,2015-05-24,5,HOME AND KITCHEN I,19.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1429.0,58.88,Holiday,National,Ecuador,Batalla de Pichincha,False,2015,5,24,6,True
2586993,2016-12-26,45,MEATS,1556.936,2,Quito,Pichincha,A,11,5262.0,52.01,Additional,National,Ecuador,Navidad+1,False,2016,12,26,0,False
327362,2013-07-03,44,BEAUTY,14.0,0,Quito,Pichincha,A,5,4163.0,101.92,Holiday,Local,Santo Domingo,Fundacion de Santo Domingo,False,2013,7,3,2,False
2360404,2016-08-20,38,GROCERY II,61.0,1,Loja,Loja,D,4,1612.0,48.48,,,,,,2016,8,20,5,True
2227577,2016-06-07,11,FROZEN FOODS,101.0,0,Cayambe,Pichincha,B,6,2295.0,50.37,,,,,,2016,6,7,1,False
2423819,2016-09-25,18,BEAUTY,0.0,0,Quito,Pichincha,B,16,0.0,44.36,,,,,,2016,9,25,6,True
830301,2014-04-12,6,LINGERIE,9.0,0,Quito,Pichincha,D,13,2203.0,103.68,Holiday,Local,Cuenca,Fundacion de Cuenca,False,2014,4,12,5,True
1452424,2015-03-29,11,POULTRY,663.44403,0,Cayambe,Pichincha,B,6,2465.0,48.83,,,,,,2015,3,29,6,True
177478,2013-04-10,39,BOOKS,0.0,0,Cuenca,Azuay,B,6,1225.0,94.59,,,,,,2013,4,10,2,False
523983,2013-10-22,11,DELI,267.52,0,Cayambe,Pichincha,B,6,2075.0,97.63,,,,,,2013,10,22,1,False
2581405,2016-12-22,39,GROCERY II,64.0,0,Cuenca,Azuay,B,6,2229.0,51.98,Holiday,Local,Salinas,Cantonizacion de Salinas,False,2016,12,22,3,False
710792,2014-02-04,52,BREAD/BAKERY,0.0,0,Manta,Manabi,A,11,0.0,97.24,,,,,,2014,2,4,1,False
64685,2013-02-06,24,BREAD/BAKERY,541.615,0,Guayaquil,Guayas,D,1,2532.0,96.44,,,,,,2013,2,6,2,False
1381798,2015-02-17,3,"LIQUOR,WINE,BEER",0.0,0,Quito,Pichincha,D,8,3104.0,53.56,Holiday,National,Ecuador,Carnaval,False,2015,2,17,1,False
2889689,2017-06-14,39,FROZEN FOODS,50.0,1,Cuenca,Azuay,B,6,1239.0,44.79,,,,,,2017,6,14,2,False
1414013,2015-03-07,33,PREPARED FOODS,38.0,0,Quevedo,Los Rios,C,3,1206.0,49.61,,,,,,2015,3,7,5,True
1626845,2015-07-04,6,FROZEN FOODS,352.381,1,Quito,Pichincha,D,13,2246.0,56.93,,,,,,2015,7,4,5,True
1344674,2015-01-27,38,MAGAZINES,0.0,0,Loja,Loja,D,4,1343.0,45.84,,,,,,2015,1,27,1,False
1862778,2015-11-14,25,PLAYERS AND ELECTRONICS,7.0,0,Salinas,Santa Elena,D,1,860.0,40.69,,,,,,2015,11,14,5,True
829816,2014-04-12,41,SCHOOL AND OFFICE SUPPLIES,0.0,0,Machala,El Oro,D,4,1172.0,103.68,Holiday,Local,Cuenca,Fundacion de Cuenca,False,2014,4,12,5,True
2781308,2017-04-14,48,BEAUTY,23.0,0,Quito,Pichincha,A,14,3255.0,53.19,Holiday,National,Ecuador,Viernes Santo,False,2017,4,14,4,False
1525170,2015-05-08,52,DELI,0.0,0,Manta,Manabi,A,11,0.0,59.41,,,,,,2015,5,8,4,False
2984476,2017-08-06,48,"LIQUOR,WINE,BEER",107.0,5,Quito,Pichincha,A,14,3941.0,49.57,,,,,,2017,8,6,6,True
1898355,2015-12-04,23,PRODUCE,1257.433,0,Ambato,Tungurahua,D,9,1081.0,40.0,,,,,,2015,12,4,4,False
711368,2014-02-05,19,LAWN AND GARDEN,0.0,0,Guaranda,Bolivar,C,15,1135.0,97.4,,,,,,2014,2,5,2,False
621546,2013-12-15,48,MEATS,1522.24,0,Quito,Pichincha,A,14,5043.0,96.27,,,,,,2013,12,15,6,True
2936190,2017-07-10,43,HOME AND KITCHEN I,6.0,2,Esmeraldas,Esmeraldas,E,10,1525.0,44.4,,,,,,2017,7,10,0,False
883548,2014-05-12,5,CELEBRATION,0.0,0,Santo Domingo,Santo Domingo de los Tsachilas,D,4,1561.0,100.89,Holiday,Local,Puyo,Cantonizacion del Puyo,False,2014,5,12,0,False
1188391,2014-10-30,52,POULTRY,0.0,0,Manta,Manabi,A,11,0.0,81.06,,,,,,2014,10,30,3,False
359582,2013-07-21,48,HARDWARE,0.0,0,Quito,Pichincha,A,14,3744.0,108.0,,,,,,2013,7,21,6,True
2038618,2016-02-22,1,EGGS,156.0,0,Quito,Pichincha,D,13,1758.0,31.37,,,,,,2016,2,22,0,False
1730932,2015-09-01,26,HOME AND KITCHEN II,12.0,0,Guayaquil,Guayas,D,10,712.0,45.38,,,,,,2015,9,1,1,False
2789336,2017-04-19,23,FROZEN FOODS,60.0,3,Ambato,Tungurahua,D,9,963.0,50.49,,,,,,2017,4,19,2,False
2720239,2017-03-11,34,HOME AND KITCHEN II,45.0,1,Guayaquil,Guayas,B,6,2393.0,48.05,,,,,,2017,3,11,5,True
2491827,2016-11-02,25,PRODUCE,5871.794,186,Salinas,Santa Elena,D,1,2408.0,45.32,Holiday,National,Ecuador,Dia de Difuntos,False,2016,11,2,2,False
2451873,2016-10-10,54,CELEBRATION,4.0,0,El Carmen,Manabi,C,3,819.0,49.76,,,,,,2016,10,10,0,False
910261,2014-05-27,49,"LIQUOR,WINE,BEER",96.0,0,Quito,Pichincha,A,11,2088.0,104.78,,,,,,2014,5,27,1,False
142467,2013-03-21,7,CELEBRATION,0.0,0,Quito,Pichincha,D,8,1618.0,92.46,,,,,,2013,3,21,3,False
2402896,2016-09-13,30,BABY CARE,0.0,0,Guayaquil,Guayas,C,3,692.0,44.91,,,,,,2016,9,13,1,False
581324,2013-11-23,2,PREPARED FOODS,162.815,0,Quito,Pichincha,D,13,2186.0,94.53,,,,,,2013,11,23,5,True
301090,2013-06-18,7,SCHOOL AND OFFICE SUPPLIES,0.0,0,Quito,Pichincha,D,8,1685.0,98.46,,,,,,2013,6,18,1,False
1248510,2014-12-03,4,LINGERIE,8.0,0,Quito,Pichincha,D,9,1619.0,67.3,,,,,,2014,12,3,2,False
751371,2014-02-27,40,PLAYERS AND ELECTRONICS,0.0,0,Machala,El Oro,C,3,1153.0,102.68,,,,,,2014,2,27,3,False
1868249,2015-11-17,29,LAWN AND GARDEN,0.0,0,Guayaquil,Guayas,E,10,1018.0,40.73,,,,,,2015,11,17,1,False
1723877,2015-08-28,28,MAGAZINES,0.0,0,Guayaquil,Guayas,E,10,922.0,45.29,,,,,,2015,8,28,4,False
335129,2013-07-08,12,HARDWARE,0.0,0,Latacunga,Cotopaxi,C,15,1299.0,103.03,,,,,,2013,7,8,0,False
268958,2013-05-31,6,DAIRY,408.0,0,Quito,Pichincha,D,13,1702.0,91.93,,,,,,2013,5,31,4,False
2207529,2016-05-26,48,PLAYERS AND ELECTRONICS,6.0,0,Quito,Pichincha,A,14,2213.0,49.0,,,,,,2016,5,26,3,False
2169141,2016-05-05,21,HOME CARE,188.0,2,Santo Domingo,Santo Domingo de los Tsachilas,B,6,798.0,44.33,Event,National,Ecuador,Terremoto Manabi+19,False,2016,5,5,3,False
797825,2014-03-25,44,HOME APPLIANCES,1.0,0,Quito,Pichincha,A,5,3637.0,99.66,,,,,,2014,3,25,1,False
1879034,2015-11-23,31,HARDWARE,0.0,0,Babahoyo,Los Rios,B,10,1295.0,39.27,,,,,,2015,11,23,0,False
2794888,2017-04-22,29,LADIESWEAR,0.0,0,Guayaquil,Guayas,E,10,1250.0,49.64,,,,,,2017,4,22,5,True
1110453,2014-09-17,17,BEVERAGES,1594.0,0,Quito,Pichincha,C,12,1187.0,94.33,,,,,,2014,9,17,2,False
699587,2014-01-29,38,LAWN AND GARDEN,2.0,0,Loja,Loja,D,4,1583.0,97.34,,,,,,2014,1,29,2,False
970763,2014-06-30,47,BEAUTY,7.0,0,Quito,Pichincha,A,14,3718.0,106.07,Event,National,Ecuador,Mundial de futbol Brasil: Octavos de Final,False,2014,6,30,0,False
1988817,2016-01-25,12,CELEBRATION,4.0,0,Latacunga,Cotopaxi,C,15,1209.0,30.31,,,,,,2016,1,25,0,False
465566,2013-09-19,22,BEAUTY,0.0,0,Puyo,Pastaza,C,7,0.0,106.26,,,,,,2013,9,19,3,False
2357123,2016-08-18,45,SEAFOOD,87.506,2,Quito,Pichincha,A,11,3221.0,48.2,,,,,,2016,8,18,3,False
955175,2014-06-22,1,MAGAZINES,0.0,0,Quito,Pichincha,D,13,493.0,107.95,,,,,,2014,6,22,6,True
1443510,2015-03-24,11,MEATS,549.433,0,Cayambe,Pichincha,B,6,2179.0,47.03,,,,,,2015,3,24,1,False
1446567,2015-03-25,47,GROCERY I,7027.0,20,Quito,Pichincha,A,14,3389.0,48.75,,,,,,2015,3,25,2,False
2980155,2017-08-04,27,MEATS,431.161,48,Daule,Guayas,D,1,1600.0,49.57,,,,,,2017,8,4,4,False
581760,2013-11-23,32,BEVERAGES,204.0,0,Guayaquil,Guayas,C,3,740.0,94.53,,,,,,2013,11,23,5,True
844167,2014-04-20,44,PLAYERS AND ELECTRONICS,0.0,0,Quito,Pichincha,A,5,4969.0,104.33,,,,,,2014,4,20,6,True
2783257,2017-04-15,52,BOOKS,0.0,0,Manta,Manabi,A,11,0.0,53.19,,,,,,2017,4,15,5,True
1497743,2015-04-23,33,BREAD/BAKERY,189.0,0,Quevedo,Los Rios,C,3,1015.0,56.59,,,,,,2015,4,23,3,False
2559967,2016-12-10,37,PERSONAL CARE,283.0,12,Cuenca,Azuay,D,2,1585.0,51.51,,,,,,2016,12,10,5,True
955305,2014-06-22,13,LINGERIE,2.0,0,Latacunga,Cotopaxi,C,15,887.0,107.95,,,,,,2014,6,22,6,True
915955,2014-05-31,1,CLEANING,543.0,0,Quito,Pichincha,D,13,1320.0,103.4,,,,,,2014,5,31,5,True
665180,2014-01-10,22,SEAFOOD,0.0,0,Puyo,Pastaza,C,7,0.0,92.39,,,,,,2014,1,10,4,False
